,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
8596,14597,FAM89A,ENSG00000182118,0.0,1.0,1.0,4,0
8597,14599,TDRKH,ENSG00000182134,0.0,1.0,1.0,1,0
8598,14600,ZNF708,ENSG00000182141,0.0,1.0,1.0,1,0
8599,14601,IST1,ENSG00000182149,0.0,1.0,1.0,13,0
8600,14602,ERCC6L2,ENSG00000182150,0.0,1.0,1.0,3,0
8601,14603,MRPL41,ENSG00000182154,0.0,1.0,1.0,16,0
8602,14605,CREB3L2,ENSG00000182158,0.0,1.0,1.0,6,0
8603,14606,P2RY8,ENSG00000182162,0.0,1.0,1.0,6,0
8604,14612,UBA7,ENSG00000182179,0.0,1.0,1.0,9,0
8605,14613,MRPS16,ENSG00000182180,0.0,1.0,1.0,11,0
8606,14615,RAD51B,ENSG00000182185,0.0,1.0,1.0,2,0
8607,14619,EXT1,ENSG00000182197,0.0,1.0,1.0,6,0
8608,14620,SHMT2,ENSG00000182199,0.0,1.0,1.0,7,0
8609,14621,MOB2,ENSG00000182208,0.0,1.0,1.0,3,0
8610,14623,ATP6AP2,ENSG00000182220,0.0,1.0,1.0,31,0
8611,14625,CYB5D1,ENSG00000182224,0.0,1.0,1.0,2,0
8612,14627,UBE2E2,ENSG00000182247,0.0,1.0,1.0,2,0
8613,14633,IZUMO1,ENSG00000182264,0.0,1.0,1.0,1,0
8614,14636,AP1S2,ENSG00000182287,0.0,1.0,1.0,28,0
8615,14637,C8orf33,ENSG00000182307,0.0,1.0,1.0,4,0
8616,14641,ZSCAN22,ENSG00000182318,0.0,1.0,1.0,1,0
8617,14653,YBEY,ENSG00000182362,0.0,1.0,1.0,1,0
8618,14654,CLN8,ENSG00000182372,0.0,1.0,1.0,1,0
8619,14655,PLCXD1,ENSG00000182378,0.0,1.0,1.0,2,0
8620,14657,CACNB4,ENSG00000182389,0.0,1.0,1.0,1,0
8621,14659,TRAPPC6B,ENSG00000182400,0.0,1.0,1.0,5,0
8622,14660,PGBD4,ENSG00000182405,0.0,1.0,1.0,1,0
8623,14662,NPLOC4,ENSG00000182446,0.0,1.0,1.0,11,0
8624,14668,EXOC7,ENSG00000182473,0.0,1.0,1.0,13,0
8625,14670,KPNA2,ENSG00000182481,0.0,1.0,1.0,3,0
8626,14674,CEP97,ENSG00000182504,0.0,1.0,1.0,2,0
8627,14676,FES,ENSG00000182511,0.0,1.0,1.0,19,0
8628,14677,GLRX5,ENSG00000182512,0.0,1.0,1.0,4,0
8629,14678,FAM104B,ENSG00000182518,0.0,1.0,1.0,2,0
8630,14681,MXRA7,ENSG00000182534,0.0,1.0,1.0,2,0
8631,14682,LIMK2,ENSG00000182541,0.0,1.0,1.0,12,0
8632,14683,MFSD5,ENSG00000182544,0.0,1.0,1.0,4,0
8633,14685,ADI1,ENSG00000182551,0.0,1.0,1.0,9,0
8634,14686,RWDD4,ENSG00000182552,0.0,1.0,1.0,1,0
8635,14687,SPNS3,ENSG00000182557,0.0,1.0,1.0,1,0
8636,14688,CLEC4G,ENSG00000182566,0.0,1.0,1.0,3,0
8637,14689,SATB1,ENSG00000182568,0.0,1.0,1.0,9,0
8638,14691,CSF1R,ENSG00000182578,0.0,1.0,1.0,30,0
8639,14692,EPHB3,ENSG00000182580,0.0,1.0,1.0,2,0
8640,14694,EPGN,ENSG00000182585,0.0,1.0,1.0,1,0
8641,14698,TRAK1,ENSG00000182606,0.0,1.0,1.0,13,0
8642,14701,PLCB1,ENSG00000182621,0.0,1.0,1.0,2,0
8643,14702,SKA2,ENSG00000182628,0.0,1.0,1.0,2,0
8644,14705,NDN,ENSG00000182636,0.0,1.0,1.0,1,0
8645,14709,TTC3,ENSG00000182670,0.0,1.0,1.0,9,0
8646,14711,PPP1R27,ENSG00000182676,0.0,1.0,1.0,2,0
8647,14718,ANXA2,ENSG00000182718,0.0,1.0,1.0,70,0
8648,14719,RGS6,ENSG00000182732,0.0,1.0,1.0,1,0
8649,14725,NGRN,ENSG00000182768,0.0,1.0,1.0,2,0
8650,14728,HCAR2,ENSG00000182782,0.0,1.0,1.0,5,0
8651,14735,DDX28,ENSG00000182810,0.0,1.0,1.0,4,0
8652,14737,ACBD3,ENSG00000182827,0.0,1.0,1.0,5,0
8653,14738,HAPSTR1,ENSG00000182831,0.0,1.0,1.0,11,0
8654,14743,LCK,ENSG00000182866,0.0,1.0,1.0,3,0
8655,14746,RBM10,ENSG00000182872,0.0,1.0,1.0,9,0
8656,14747,ADGRG3,ENSG00000182885,0.0,1.0,1.0,2,0
8657,14748,GLUD2,ENSG00000182890,0.0,1.0,1.0,5,0
8658,14751,RPL35A,ENSG00000182899,0.0,1.0,1.0,54,0
8659,14754,ZNF721,ENSG00000182903,0.0,1.0,1.0,3,0
8660,14756,C11orf54,ENSG00000182919,0.0,1.0,1.0,6,0
8661,14757,CEP63,ENSG00000182923,0.0,1.0,1.0,8,0
8662,14759,SRPRA,ENSG00000182934,0.0,1.0,1.0,18,0
8663,14761,EWSR1,ENSG00000182944,0.0,1.0,1.0,27,0
8664,14763,HMGN4,ENSG00000182952,0.0,1.0,1.0,2,0
8665,14764,SPATA13,ENSG00000182957,0.0,1.0,1.0,8,0
8666,14765,GJC1,ENSG00000182963,0.0,1.0,1.0,1,0
8667,14767,CNOT10,ENSG00000182973,0.0,1.0,1.0,4,0
8668,14769,MTA1,ENSG00000182979,0.0,1.0,1.0,4,0
8669,14771,CADM1,ENSG00000182985,0.0,1.0,1.0,1,0
8670,14772,ZNF320,ENSG00000182986,0.0,1.0,1.0,1,0
8671,14777,MCEMP1,ENSG00000183019,0.0,1.0,1.0,33,0
8672,14778,AP2A2,ENSG00000183020,0.0,1.0,1.0,9,0
8673,14779,SLC8A1,ENSG00000183023,0.0,1.0,1.0,19,0
8674,14785,ABAT,ENSG00000183044,0.0,1.0,1.0,6,0
8675,14787,CAMK1D,ENSG00000183049,0.0,1.0,1.0,4,0
8676,14789,LYSMD4,ENSG00000183060,0.0,1.0,1.0,1,0
8677,14793,AFMID,ENSG00000183077,0.0,1.0,1.0,1,0
8678,14794,GAS6,ENSG00000183087,0.0,1.0,1.0,4,0
8679,14801,CSMD1,ENSG00000183117,0.0,1.0,1.0,1,0
8680,14808,RABIF,ENSG00000183155,0.0,1.0,1.0,5,0
8681,14809,TMEM119,ENSG00000183160,0.0,1.0,1.0,1,0
8682,14810,FANCF,ENSG00000183161,0.0,1.0,1.0,4,0
8683,14812,SMDT1,ENSG00000183172,0.0,1.0,1.0,12,0
8684,14817,RUVBL2,ENSG00000183207,0.0,1.0,1.0,3,0
8685,14823,PTTG1IP,ENSG00000183255,0.0,1.0,1.0,39,0
8686,14824,DDX41,ENSG00000183258,0.0,1.0,1.0,10,0
8687,14829,DAZAP2,ENSG00000183283,0.0,1.0,1.0,54,0
8688,14830,CCBE1,ENSG00000183287,0.0,1.0,1.0,1,0
8689,14831,SELENOF,ENSG00000183291,0.0,1.0,1.0,16,0
8690,14835,TMEM121B,ENSG00000183307,0.0,1.0,1.0,4,0
8691,14836,ZNF623,ENSG00000183309,0.0,1.0,1.0,4,0
8692,14841,CCDC125,ENSG00000183323,0.0,1.0,1.0,6,0
8693,14844,BCOR,ENSG00000183337,0.0,1.0,1.0,7,0
8694,14845,JRKL,ENSG00000183340,0.0,1.0,1.0,3,0
8695,14847,GBP6,ENSG00000183347,0.0,1.0,1.0,1,0
8696,14848,KIAA2026,ENSG00000183354,0.0,1.0,1.0,10,0
8697,14851,FHL3,ENSG00000183386,0.0,1.0,1.0,6,0
8698,14856,CCDC159,ENSG00000183401,0.0,1.0,1.0,9,0
8699,14859,NPIPA1,ENSG00000183426,0.0,1.0,1.0,2,0
8700,14860,SF3A3,ENSG00000183431,0.0,1.0,1.0,13,0
8701,14862,TRIM61,ENSG00000183439,0.0,1.0,1.0,1,0
8702,14863,GRIN2A,ENSG00000183454,0.0,1.0,1.0,1,0
8703,14865,GTF2H2C,ENSG00000183474,0.0,1.0,1.0,5,0
8704,14866,ASB7,ENSG00000183475,0.0,1.0,1.0,4,0
8705,14869,GPR132,ENSG00000183484,0.0,1.0,1.0,1,0
8706,14870,MX2,ENSG00000183486,0.0,1.0,1.0,30,0
8707,14871,EP400,ENSG00000183495,0.0,1.0,1.0,10,0
8708,14872,MEX3B,ENSG00000183496,0.0,1.0,1.0,1,0
8709,14873,TENT5C,ENSG00000183508,0.0,1.0,1.0,1,0
8710,14874,COA5,ENSG00000183513,0.0,1.0,1.0,5,0
8711,14875,UTP11,ENSG00000183520,0.0,1.0,1.0,5,0
8712,14876,PSMG1,ENSG00000183527,0.0,1.0,1.0,1,0
8713,14877,PRR14L,ENSG00000183530,0.0,1.0,1.0,23,0
8714,14882,SERHL2,ENSG00000183569,0.0,1.0,1.0,1,0
8715,14885,SETD3,ENSG00000183576,0.0,1.0,1.0,12,0
8716,14886,TNFAIP8L3,ENSG00000183578,0.0,1.0,1.0,2,0
8717,14889,TANGO2,ENSG00000183597,0.0,1.0,1.0,10,0
8718,14891,SFXN4,ENSG00000183605,0.0,1.0,1.0,1,0
8719,14894,MRPL54,ENSG00000183617,0.0,1.0,1.0,7,0
8720,14895,ZNF438,ENSG00000183621,0.0,1.0,1.0,6,0
8721,14896,HMCES,ENSG00000183624,0.0,1.0,1.0,4,0
8722,14905,ZNF530,ENSG00000183647,0.0,1.0,1.0,1,0
8723,14906,NDUFB1,ENSG00000183648,0.0,1.0,1.0,13,0
8724,14914,ALYREF,ENSG00000183684,0.0,1.0,1.0,8,0
8725,14915,RFLNB,ENSG00000183688,0.0,1.0,1.0,26,0
8726,14919,UPP1,ENSG00000183696,0.0,1.0,1.0,24,0
8727,14923,TRIM52,ENSG00000183718,0.0,1.0,1.0,8,0
8728,14925,CMTM4,ENSG00000183723,0.0,1.0,1.0,3,0
8729,14926,TMEM50A,ENSG00000183726,0.0,1.0,1.0,24,0
8730,14928,ASCL2,ENSG00000183734,0.0,1.0,1.0,4,0
8731,14929,TBK1,ENSG00000183735,0.0,1.0,1.0,11,0
8732,14930,CBX6,ENSG00000183741,0.0,1.0,1.0,6,0
8733,14931,MACC1,ENSG00000183742,0.0,1.0,1.0,1,0
8734,14933,TBL3,ENSG00000183751,0.0,1.0,1.0,2,0
8735,14935,ACP7,ENSG00000183760,0.0,1.0,1.0,1,0
8736,14936,KREMEN1,ENSG00000183762,0.0,1.0,1.0,4,0
8737,14938,CHEK2,ENSG00000183765,0.0,1.0,1.0,3,0
8738,14943,ZNF703,ENSG00000183779,0.0,1.0,1.0,7,0
8739,14952,RBM12B,ENSG00000183808,0.0,1.0,1.0,2,0
8740,14953,CCR4,ENSG00000183813,0.0,1.0,1.0,1,0
8741,14955,BTBD9,ENSG00000183826,0.0,1.0,1.0,2,0
8742,14956,NUDT14,ENSG00000183828,0.0,1.0,1.0,2,0
8743,14964,IQGAP3,ENSG00000183856,0.0,1.0,1.0,1,0
8744,14966,TOB2,ENSG00000183864,0.0,1.0,1.0,4,0
8745,14969,UTY,ENSG00000183878,0.0,1.0,1.0,5,0
8746,14972,TTC32,ENSG00000183891,0.0,1.0,1.0,1,0
8747,14975,SH2D1A,ENSG00000183918,0.0,1.0,1.0,3,0
8748,14976,SDR42E2,ENSG00000183921,0.0,1.0,1.0,1,0
8749,14977,PRKX,ENSG00000183943,0.0,1.0,1.0,7,0
8750,14978,KMT5A,ENSG00000183955,0.0,1.0,1.0,2,0
8751,14980,SMTN,ENSG00000183963,0.0,1.0,1.0,1,0
8752,14983,COA3,ENSG00000183978,0.0,1.0,1.0,13,0
8753,14985,ST6GALNAC3,ENSG00000184005,0.0,1.0,1.0,3,0
8754,14986,PTP4A2,ENSG00000184007,0.0,1.0,1.0,68,0
8755,14987,ACTG1,ENSG00000184009,0.0,1.0,1.0,83,0
8756,14989,DENND5A,ENSG00000184014,0.0,1.0,1.0,21,0
8757,14993,DIABLO,ENSG00000184047,0.0,1.0,1.0,1,0
8758,14994,VPS33B,ENSG00000184056,0.0,1.0,1.0,3,0
8759,14996,ADAP2,ENSG00000184060,0.0,1.0,1.0,11,0
8760,14997,UQCR10,ENSG00000184076,0.0,1.0,1.0,20,0
8761,15000,EIF3C,ENSG00000184110,0.0,1.0,1.0,26,0
8762,15002,NIPSNAP1,ENSG00000184117,0.0,1.0,1.0,7,0
8763,15007,OR10J5,ENSG00000184155,0.0,1.0,1.0,1,0
8764,15010,NR2C2AP,ENSG00000184162,0.0,1.0,1.0,1,0
8765,15012,CRELD2,ENSG00000184164,0.0,1.0,1.0,8,0
8766,15014,SCFD2,ENSG00000184178,0.0,1.0,1.0,1,0
8767,15015,UBE2F,ENSG00000184182,0.0,1.0,1.0,10,0
8768,15016,KCNJ12,ENSG00000184185,0.0,1.0,1.0,1,0
8769,15017,GPR173,ENSG00000184194,0.0,1.0,1.0,1,0
8770,15018,PPP1R2,ENSG00000184203,0.0,1.0,1.0,9,0
8771,15019,TSPYL2,ENSG00000184205,0.0,1.0,1.0,1,0
8772,15021,PGP,ENSG00000184207,0.0,1.0,1.0,6,0
8773,15022,SNRNP35,ENSG00000184209,0.0,1.0,1.0,5,0
8774,15024,IRAK1,ENSG00000184216,0.0,1.0,1.0,11,0
8775,15026,OLIG1,ENSG00000184221,0.0,1.0,1.0,5,0
8776,15028,ACOT1,ENSG00000184227,0.0,1.0,1.0,3,0
8777,15029,OAF,ENSG00000184232,0.0,1.0,1.0,5,0
8778,15031,H2AC20,ENSG00000184260,0.0,1.0,1.0,8,0
8779,15033,H2AC21,ENSG00000184270,0.0,1.0,1.0,1,0
8780,15034,POU6F1,ENSG00000184271,0.0,1.0,1.0,1,0
8781,15036,TM2D3,ENSG00000184277,0.0,1.0,1.0,2,0
8782,15037,TSSC4,ENSG00000184281,0.0,1.0,1.0,4,0
8783,15048,SLIT3,ENSG00000184347,0.0,1.0,1.0,1,0
8784,15052,H1-5,ENSG00000184357,0.0,1.0,1.0,1,0
8785,15056,CSF1,ENSG00000184371,0.0,1.0,1.0,1,0
8786,15060,MAML2,ENSG00000184384,0.0,1.0,1.0,6,0
8787,15064,SS18L1,ENSG00000184402,0.0,1.0,1.0,3,0
8788,15066,TOP1MT,ENSG00000184428,0.0,1.0,1.0,3,0
8789,15067,COPB2,ENSG00000184432,0.0,1.0,1.0,17,0
8790,15069,THAP7,ENSG00000184436,0.0,1.0,1.0,2,0
8791,15070,KNTC1,ENSG00000184445,0.0,1.0,1.0,3,0
8792,15074,WDR27,ENSG00000184465,0.0,1.0,1.0,1,0
8793,15075,TXNRD2,ENSG00000184470,0.0,1.0,1.0,7,0
8794,15078,FOXO4,ENSG00000184481,0.0,1.0,1.0,9,0
8795,15080,PTP4A3,ENSG00000184489,0.0,1.0,1.0,1,0
8796,15082,TMEM255B,ENSG00000184497,0.0,1.0,1.0,2,0
8797,15086,HDDC3,ENSG00000184508,0.0,1.0,1.0,1,0
8798,15088,ZFP1,ENSG00000184517,0.0,1.0,1.0,2,0
8799,15093,SOCS3,ENSG00000184557,0.0,1.0,1.0,38,0
8800,15098,XPOT,ENSG00000184575,0.0,1.0,1.0,4,0
8801,15099,STING1,ENSG00000184584,0.0,1.0,1.0,15,0
8802,15100,PDE4B,ENSG00000184588,0.0,1.0,1.0,8,0
8803,15103,SNN,ENSG00000184602,0.0,1.0,1.0,15,0
8804,15105,NELL2,ENSG00000184613,0.0,1.0,1.0,1,0
8805,15108,MED12,ENSG00000184634,0.0,1.0,1.0,2,0
8806,15109,ZNF93,ENSG00000184635,0.0,1.0,1.0,1,0
8807,15110,SEPTIN9,ENSG00000184640,0.0,1.0,1.0,28,0
8808,15114,CDCA2,ENSG00000184661,0.0,1.0,1.0,1,0
8809,15117,ZBTB40,ENSG00000184677,0.0,1.0,1.0,4,0
8810,15118,H2BC21,ENSG00000184678,0.0,1.0,1.0,3,0
8811,15122,EIF4ENIF1,ENSG00000184708,0.0,1.0,1.0,4,0
8812,15125,RNLS,ENSG00000184719,0.0,1.0,1.0,1,0
8813,15127,APOBR,ENSG00000184730,0.0,1.0,1.0,29,0
8814,15130,ATL3,ENSG00000184743,0.0,1.0,1.0,11,0
8815,15131,NDUFA12,ENSG00000184752,0.0,1.0,1.0,11,0
8816,15134,UBE2G2,ENSG00000184787,0.0,1.0,1.0,19,0
8817,15140,APOO,ENSG00000184831,0.0,1.0,1.0,1,0
8818,15142,TMED9,ENSG00000184840,0.0,1.0,1.0,26,0
8819,15145,SDR42E1,ENSG00000184860,0.0,1.0,1.0,1,0
8820,15146,RBM33,ENSG00000184863,0.0,1.0,1.0,15,0
8821,15148,BTBD6,ENSG00000184887,0.0,1.0,1.0,3,0
8822,15150,H1-10,ENSG00000184897,0.0,1.0,1.0,24,0
8823,15151,RBM43,ENSG00000184898,0.0,1.0,1.0,3,0
8824,15152,SUMO3,ENSG00000184900,0.0,1.0,1.0,15,0
8825,15157,JAG2,ENSG00000184916,0.0,1.0,1.0,1,0
8826,15158,FMNL1,ENSG00000184922,0.0,1.0,1.0,25,0
8827,15160,PTRHD1,ENSG00000184924,0.0,1.0,1.0,5,0
8828,15164,ZFP90,ENSG00000184939,0.0,1.0,1.0,2,0
8829,15170,USP18,ENSG00000184979,0.0,1.0,1.0,3,0
8830,15171,NDUFA6,ENSG00000184983,0.0,1.0,1.0,10,0
8831,15175,TMEM106A,ENSG00000184988,0.0,1.0,1.0,6,0
8832,15176,SIVA1,ENSG00000184990,0.0,1.0,1.0,3,0
8833,15177,BRI3BP,ENSG00000184992,0.0,1.0,1.0,8,0
8834,15180,DGAT1,ENSG00000185000,0.0,1.0,1.0,3,0
8835,15183,AP3M1,ENSG00000185009,0.0,1.0,1.0,4,0
8836,15184,F8,ENSG00000185010,0.0,1.0,1.0,2,0
8837,15186,CA13,ENSG00000185015,0.0,1.0,1.0,1,0
8838,15188,MAFF,ENSG00000185022,0.0,1.0,1.0,7,0
8839,15189,BRF1,ENSG00000185024,0.0,1.0,1.0,5,0
8840,15191,SEMA4B,ENSG00000185033,0.0,1.0,1.0,6,0
8841,15194,CIB1,ENSG00000185043,0.0,1.0,1.0,14,0
8842,15196,NELFA,ENSG00000185049,0.0,1.0,1.0,1,0
8843,15197,SLC24A3,ENSG00000185052,0.0,1.0,1.0,1,0
8844,15203,INTS5,ENSG00000185085,0.0,1.0,1.0,2,0
8845,15204,RPS27L,ENSG00000185088,0.0,1.0,1.0,13,0
8846,15205,MANEAL,ENSG00000185090,0.0,1.0,1.0,1,0
8847,15208,FAF1,ENSG00000185104,0.0,1.0,1.0,6,0
8848,15210,FAM43A,ENSG00000185112,0.0,1.0,1.0,2,0
8849,15211,NSMCE3,ENSG00000185115,0.0,1.0,1.0,2,0
8850,15212,HSF1,ENSG00000185122,0.0,1.0,1.0,3,0
8851,15213,C6orf120,ENSG00000185127,0.0,1.0,1.0,11,0
8852,15214,PURA,ENSG00000185129,0.0,1.0,1.0,8,0
8853,15220,LRRC37B,ENSG00000185158,0.0,1.0,1.0,1,0
8854,15221,DDX51,ENSG00000185163,0.0,1.0,1.0,3,0
8855,15222,NOMO2,ENSG00000185164,0.0,1.0,1.0,9,0
8856,15223,AQP12B,ENSG00000185176,0.0,1.0,1.0,1,0
8857,15225,SIGIRR,ENSG00000185187,0.0,1.0,1.0,9,0
8858,15226,NRBP2,ENSG00000185189,0.0,1.0,1.0,2,0
8859,15228,IFITM2,ENSG00000185201,0.0,1.0,1.0,46,0
8860,15229,TNFAIP2,ENSG00000185215,0.0,1.0,1.0,40,0
8861,15230,ZNF445,ENSG00000185219,0.0,1.0,1.0,4,0
8862,15231,PGBD2,ENSG00000185220,0.0,1.0,1.0,1,0
8863,15232,TCEAL9,ENSG00000185222,0.0,1.0,1.0,1,0
8864,15234,RAB11B,ENSG00000185236,0.0,1.0,1.0,6,0
8865,15235,PRMT3,ENSG00000185238,0.0,1.0,1.0,4,0
8866,15237,PRPF39,ENSG00000185246,0.0,1.0,1.0,1,0
8867,15240,ZNF74,ENSG00000185252,0.0,1.0,1.0,1,0
8868,15241,KIAA0825,ENSG00000185261,0.0,1.0,1.0,2,0
8869,15242,UBALD2,ENSG00000185262,0.0,1.0,1.0,28,0
8870,15249,ZBTB37,ENSG00000185278,0.0,1.0,1.0,9,0
8871,15253,CCDC137,ENSG00000185298,0.0,1.0,1.0,4,0
8872,15255,RGPD2,ENSG00000185304,0.0,1.0,1.0,2,0
8873,15256,ARL15,ENSG00000185305,0.0,1.0,1.0,4,0
8874,15257,C12orf56,ENSG00000185306,0.0,1.0,1.0,1,0
8875,15259,CDK10,ENSG00000185324,0.0,1.0,1.0,4,0
8876,15260,SOCS1,ENSG00000185338,0.0,1.0,1.0,1,0
8877,15261,TCN2,ENSG00000185339,0.0,1.0,1.0,7,0
8878,15262,GAS2L1,ENSG00000185340,0.0,1.0,1.0,4,0
8879,15265,TEDC1,ENSG00000185347,0.0,1.0,1.0,5,0
8880,15267,HGS,ENSG00000185359,0.0,1.0,1.0,5,0
8881,15268,TNFAIP8L1,ENSG00000185361,0.0,1.0,1.0,2,0
8882,15270,RAD51D,ENSG00000185379,0.0,1.0,1.0,2,0
8883,15273,SP140L,ENSG00000185404,0.0,1.0,1.0,5,0
8884,15275,TARS3,ENSG00000185418,0.0,1.0,1.0,2,0
8885,15277,TMT1A,ENSG00000185432,0.0,1.0,1.0,21,0
8886,15278,IFNLR1,ENSG00000185436,0.0,1.0,1.0,1,0
8887,15279,SH3BGR,ENSG00000185437,0.0,1.0,1.0,1,0
8888,15282,ZSWIM9,ENSG00000185453,0.0,1.0,1.0,1,0
8889,15285,GPRIN3,ENSG00000185477,0.0,1.0,1.0,8,0
8890,15288,STAC3,ENSG00000185482,0.0,1.0,1.0,2,0
8891,15291,FAAP100,ENSG00000185504,0.0,1.0,1.0,4,0
8892,15292,IRF7,ENSG00000185507,0.0,1.0,1.0,21,0
8893,15294,BRCC3,ENSG00000185515,0.0,1.0,1.0,7,0
8894,15305,AHNAK2,ENSG00000185567,0.0,1.0,1.0,2,0
8895,15306,OLFML2A,ENSG00000185585,0.0,1.0,1.0,2,0
8896,15307,SP1,ENSG00000185591,0.0,1.0,1.0,25,0
8897,15308,MRPL40,ENSG00000185608,0.0,1.0,1.0,2,0
8898,15312,PCGF3,ENSG00000185619,0.0,1.0,1.0,2,0
8899,15313,LMLN,ENSG00000185621,0.0,1.0,1.0,1,0
8900,15314,P4HB,ENSG00000185624,0.0,1.0,1.0,27,0
8901,15315,PSMD13,ENSG00000185627,0.0,1.0,1.0,16,0
8902,15316,PBX1,ENSG00000185630,0.0,1.0,1.0,1,0
8903,15320,ZFP36L1,ENSG00000185650,0.0,1.0,1.0,26,0
8904,15321,UBE2L3,ENSG00000185651,0.0,1.0,1.0,10,0
8905,15323,BRWD1,ENSG00000185658,0.0,1.0,1.0,12,0
8906,15328,SNAI3,ENSG00000185669,0.0,1.0,1.0,1,0
8907,15329,ZBTB3,ENSG00000185670,0.0,1.0,1.0,1,0
8908,15333,MYBL1,ENSG00000185697,0.0,1.0,1.0,3,0
8909,15335,DRG1,ENSG00000185721,0.0,1.0,1.0,3,0
8910,15336,ANKFY1,ENSG00000185722,0.0,1.0,1.0,17,0
8911,15337,YTHDF3,ENSG00000185728,0.0,1.0,1.0,15,0
8912,15343,IFIT1,ENSG00000185745,0.0,1.0,1.0,13,0
8913,15344,CXorf38,ENSG00000185753,0.0,1.0,1.0,7,0
8914,15350,MORF4L1,ENSG00000185787,0.0,1.0,1.0,26,0
8915,15354,SLC52A2,ENSG00000185803,0.0,1.0,1.0,4,0
8916,15356,IKZF1,ENSG00000185811,0.0,1.0,1.0,33,0
8917,15357,PCYT2,ENSG00000185813,0.0,1.0,1.0,4,0
8918,15361,BCAP31,ENSG00000185825,0.0,1.0,1.0,25,0
8919,15362,ARL17A,ENSG00000185829,0.0,1.0,1.0,1,0
8920,15363,GNB1L,ENSG00000185838,0.0,1.0,1.0,1,0
8921,15364,DNAH14,ENSG00000185842,0.0,1.0,1.0,2,0
8922,15366,EVI2B,ENSG00000185862,0.0,1.0,1.0,44,0
8923,15368,NPIPB4,ENSG00000185864,0.0,1.0,1.0,3,0
8924,15371,THNSL1,ENSG00000185875,0.0,1.0,1.0,2,0
8925,15372,TRIM69,ENSG00000185880,0.0,1.0,1.0,9,0
8926,15374,IFITM1,ENSG00000185885,0.0,1.0,1.0,9,0
8927,15375,PRSS38,ENSG00000185888,0.0,1.0,1.0,1,0
8928,15377,LAMP1,ENSG00000185896,0.0,1.0,1.0,32,0
8929,15381,C16orf54,ENSG00000185905,0.0,1.0,1.0,5,0
8930,15391,RNPC3,ENSG00000185946,0.0,1.0,1.0,6,0
8931,15392,ZNF267,ENSG00000185947,0.0,1.0,1.0,11,0
8932,15393,IRS2,ENSG00000185950,0.0,1.0,1.0,25,0
8933,15398,BICD2,ENSG00000185963,0.0,1.0,1.0,18,0
8934,15401,TMLHE,ENSG00000185973,0.0,1.0,1.0,7,0
8935,15406,RASA3,ENSG00000185989,0.0,1.0,1.0,8,0
8936,15407,LRCH3,ENSG00000186001,0.0,1.0,1.0,7,0
8937,15410,NDUFA13,ENSG00000186010,0.0,1.0,1.0,9,0
8938,15411,ZNF566,ENSG00000186017,0.0,1.0,1.0,1,0
8939,15412,ZNF529,ENSG00000186020,0.0,1.0,1.0,1,0
8940,15413,ZNF284,ENSG00000186026,0.0,1.0,1.0,2,0
8941,15418,AIDA,ENSG00000186063,0.0,1.0,1.0,3,0
8942,15419,CDIN1,ENSG00000186073,0.0,1.0,1.0,2,0
8943,15420,CD300LF,ENSG00000186074,0.0,1.0,1.0,11,0
8944,15424,GSAP,ENSG00000186088,0.0,1.0,1.0,16,0
8945,15427,AGBL4,ENSG00000186094,0.0,1.0,1.0,1,0
8946,15429,CYP2R1,ENSG00000186104,0.0,1.0,1.0,2,0
8947,15431,ANKRD46,ENSG00000186106,0.0,1.0,1.0,1,0
8948,15432,PIP5K1C,ENSG00000186111,0.0,1.0,1.0,2,0
8949,15437,ZBTB6,ENSG00000186130,0.0,1.0,1.0,1,0
8950,15438,C2orf76,ENSG00000186132,0.0,1.0,1.0,3,0
8951,15440,POLR3C,ENSG00000186141,0.0,1.0,1.0,10,0
8952,15446,CENATAC,ENSG00000186166,0.0,1.0,1.0,4,0
8953,15447,BCL9L,ENSG00000186174,0.0,1.0,1.0,1,0
8954,15448,POLR1D,ENSG00000186184,0.0,1.0,1.0,14,0
8955,15450,ZNRF1,ENSG00000186187,0.0,1.0,1.0,1,0
8956,15451,FFAR4,ENSG00000186188,0.0,1.0,1.0,2,0
8957,15454,SAPCD2,ENSG00000186193,0.0,1.0,1.0,1,0
8958,15455,EDARADD,ENSG00000186197,0.0,1.0,1.0,5,0
8959,15458,MTARC1,ENSG00000186205,0.0,1.0,1.0,14,0
8960,15461,BLOC1S4,ENSG00000186222,0.0,1.0,1.0,7,0
8961,15465,MRTFB,ENSG00000186260,0.0,1.0,1.0,1,0
8962,15466,BTLA,ENSG00000186265,0.0,1.0,1.0,1,0
8963,15467,ZNF17,ENSG00000186272,0.0,1.0,1.0,1,0
8964,15469,GPAT2,ENSG00000186281,0.0,1.0,1.0,1,0
8965,15470,TOR3A,ENSG00000186283,0.0,1.0,1.0,5,0
8966,15473,PPP1CC,ENSG00000186298,0.0,1.0,1.0,21,0
8967,15478,BACE1,ENSG00000186318,0.0,1.0,1.0,3,0
8968,15484,RXRA,ENSG00000186350,0.0,1.0,1.0,25,0
8969,15485,ANKRD37,ENSG00000186352,0.0,1.0,1.0,1,0
8970,15488,ZNF75D,ENSG00000186376,0.0,1.0,1.0,5,0
8971,15491,KRT10,ENSG00000186395,0.0,1.0,1.0,8,0
8972,15493,CD300E,ENSG00000186407,0.0,1.0,1.0,58,0
